game_name,game_params_json,n_players,index,max_order,ground_truth_method,budget,log_budget,metric,approximator_A,approximator_B,score_A,score_B,score_diff,label
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,250,5.521460917862246,mse,InconsistentKernelSHAPIQ,KernelSHAPIQ,0.005627252045559453,0.009370254974871511,-0.0037430029293120583,1
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,250,5.521460917862246,mse,InconsistentKernelSHAPIQ,SVARMIQ,0.005627252045559453,0.005630696417682169,-3.444372122716338e-06,1
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,250,5.521460917862246,mse,KernelSHAPIQ,SVARMIQ,0.009370254974871511,0.005630696417682169,0.003739558557189342,0
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,250,5.521460917862246,spearman,InconsistentKernelSHAPIQ,KernelSHAPIQ,0.0348140852857834,0.05262112101734743,-0.01780703573156403,0
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,250,5.521460917862246,spearman,InconsistentKernelSHAPIQ,SVARMIQ,0.0348140852857834,0.05777282465961711,-0.022958739373833713,0
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,250,5.521460917862246,spearman,KernelSHAPIQ,SVARMIQ,0.05262112101734743,0.05777282465961711,-0.005151703642269682,0
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,500,6.214608098422191,mse,InconsistentKernelSHAPIQ,KernelSHAPIQ,0.0028452356283061087,0.0049189192961426416,-0.002073683667836533,1
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,500,6.214608098422191,mse,InconsistentKernelSHAPIQ,SVARMIQ,0.0028452356283061087,0.0038410068162551257,-0.000995771187949017,1
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,500,6.214608098422191,mse,KernelSHAPIQ,SVARMIQ,0.0049189192961426416,0.0038410068162551257,0.0010779124798875159,0
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,500,6.214608098422191,spearman,InconsistentKernelSHAPIQ,KernelSHAPIQ,0.08079997426126248,0.07494012168703124,0.005859852574231245,1
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,500,6.214608098422191,spearman,InconsistentKernelSHAPIQ,SVARMIQ,0.08079997426126248,0.08623299277170456,-0.005433018510442075,0
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,500,6.214608098422191,spearman,KernelSHAPIQ,SVARMIQ,0.07494012168703124,0.08623299277170456,-0.01129287108467332,0
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,1000,6.907755278982137,mse,InconsistentKernelSHAPIQ,KernelSHAPIQ,0.002010737606499809,0.0033948261286882815,-0.0013840885221884725,1
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,1000,6.907755278982137,mse,InconsistentKernelSHAPIQ,SVARMIQ,0.002010737606499809,0.003112255027585755,-0.0011015174210859458,1
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,1000,6.907755278982137,mse,KernelSHAPIQ,SVARMIQ,0.0033948261286882815,0.003112255027585755,0.00028257110110252665,0
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,1000,6.907755278982137,spearman,InconsistentKernelSHAPIQ,KernelSHAPIQ,0.12234050919802383,0.09877705248557558,0.02356345671244825,1
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,1000,6.907755278982137,spearman,InconsistentKernelSHAPIQ,SVARMIQ,0.12234050919802383,0.11516798101053141,0.007172528187492422,1
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,1000,6.907755278982137,spearman,KernelSHAPIQ,SVARMIQ,0.09877705248557558,0.11516798101053141,-0.016390928524955828,0
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,5000,8.517193191416238,mse,InconsistentKernelSHAPIQ,KernelSHAPIQ,0.0016397936974586926,0.0027578867096777018,-0.0011180930122190091,1
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,5000,8.517193191416238,mse,InconsistentKernelSHAPIQ,SVARMIQ,0.0016397936974586926,0.0027339173096118624,-0.0010941236121531697,1
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,5000,8.517193191416238,mse,KernelSHAPIQ,SVARMIQ,0.0027578867096777018,0.0027339173096118624,2.3969400065839384e-05,0
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,5000,8.517193191416238,spearman,InconsistentKernelSHAPIQ,KernelSHAPIQ,0.18629340730837154,0.1706707086017431,0.01562269870662844,1
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,5000,8.517193191416238,spearman,InconsistentKernelSHAPIQ,SVARMIQ,0.18629340730837154,0.1726811899876311,0.013612217320740444,1
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,5000,8.517193191416238,spearman,KernelSHAPIQ,SVARMIQ,0.1706707086017431,0.1726811899876311,-0.0020104813858879966,0
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,10000,9.210340371976184,mse,InconsistentKernelSHAPIQ,KernelSHAPIQ,0.001721555094588499,0.0029765581480462318,-0.0012550030534577328,1
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,10000,9.210340371976184,mse,InconsistentKernelSHAPIQ,SVARMIQ,0.001721555094588499,0.0029704936097276796,-0.0012489385151391807,1
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,10000,9.210340371976184,mse,KernelSHAPIQ,SVARMIQ,0.0029765581480462318,0.0029704936097276796,6.06453831855213e-06,0
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,10000,9.210340371976184,spearman,InconsistentKernelSHAPIQ,KernelSHAPIQ,0.14760057769166424,0.1179363252232478,0.029664252468416433,1
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,10000,9.210340371976184,spearman,InconsistentKernelSHAPIQ,SVARMIQ,0.14760057769166424,0.11958145952941009,0.02801911816225415,1
AdultCensus,"{""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",14,k-SII,2,ExactComputer,10000,9.210340371976184,spearman,KernelSHAPIQ,SVARMIQ,0.1179363252232478,0.11958145952941009,-0.0016451343061622825,0
BikeSharing,"{""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",12,FBII,2,ExactComputer,250,5.521460917862246,mse,MSRBiased,ProxySHAP,370.8770951576824,1.8031562944187385,369.07393886326366,0
BikeSharing,"{""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",12,FBII,2,ExactComputer,250,5.521460917862246,mse,MSRBiased,RegressionFBII,370.8770951576824,3.078604369311852,367.79849078837054,0
BikeSharing,"{""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",12,FBII,2,ExactComputer,250,5.521460917862246,mse,ProxySHAP,RegressionFBII,1.8031562944187385,3.078604369311852,-1.2754480748931136,1
BikeSharing,"{""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",12,FBII,2,ExactComputer,250,5.521460917862246,spearman,MSRBiased,ProxySHAP,0.22853433486344876,0.8675442700759156,-0.6390099352124669,0
BikeSharing,"{""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",12,FBII,2,ExactComputer,250,5.521460917862246,spearman,MSRBiased,RegressionFBII,0.22853433486344876,0.8208668968162639,-0.5923325619528151,0
BikeSharing,"{""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",12,FBII,2,ExactComputer,250,5.521460917862246,spearman,ProxySHAP,RegressionFBII,0.8675442700759156,0.8208668968162639,0.04667737325965171,1
BikeSharing,"{""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",12,FBII,2,ExactComputer,500,6.214608098422191,mse,MSRBiased,ProxySHAP,331.44340391798727,0.5652913856509286,330.87811253233633,0
BikeSharing,"{""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",12,FBII,2,ExactComputer,500,6.214608098422191,mse,MSRBiased,RegressionFBII,331.44340391798727,1.1975257897327831,330.2458781282545,0
BikeSharing,"{""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",12,FBII,2,ExactComputer,500,6.214608098422191,mse,ProxySHAP,RegressionFBII,0.5652913856509286,1.1975257897327831,-0.6322344040818545,1
BikeSharing,"{""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",12,FBII,2,ExactComputer,500,6.214608098422191,spearman,MSRBiased,ProxySHAP,0.2886143392472506,0.9379076619582948,-0.6492933227110442,0
BikeSharing,"{""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",12,FBII,2,ExactComputer,500,6.214608098422191,spearman,MSRBiased,RegressionFBII,0.2886143392472506,0.8830334222739286,-0.594419083026678,0
BikeSharing,"{""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",12,FBII,2,ExactComputer,500,6.214608098422191,spearman,ProxySHAP,RegressionFBII,0.9379076619582948,0.8830334222739286,0.05487423968436622,1
BikeSharing,"{""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",12,FBII,2,ExactComputer,1000,6.907755278982137,mse,MSRBiased,ProxySHAP,249.6999935834875,0.11355850860855016,249.58643507487895,0
BikeSharing,"{""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",12,FBII,2,ExactComputer,1000,6.907755278982137,mse,MSRBiased,RegressionFBII,249.6999935834875,0.47154038450492947,249.22845319898258,0
BikeSharing,"{""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",12,FBII,2,ExactComputer,1000,6.907755278982137,mse,ProxySHAP,RegressionFBII,0.11355850860855016,0.47154038450492947,-0.3579818758963793,1
BikeSharing,"{""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",12,FBII,2,ExactComputer,1000,6.907755278982137,spearman,MSRBiased,ProxySHAP,0.3688800650825967,0.9755704211400413,-0.6066903560574446,0
BikeSharing,"{""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",12,FBII,2,ExactComputer,1000,6.907755278982137,spearman,MSRBiased,RegressionFBII,0.3688800650825967,0.9307671231721865,-0.5618870580895898,0
BikeSharing,"{""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",12,FBII,2,ExactComputer,1000,6.907755278982137,spearman,ProxySHAP,RegressionFBII,0.9755704211400413,0.9307671231721865,0.04480329796785487,1
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,100,4.605170185988092,mse,InconsistentKernelSHAPIQ,ProxySHAP,4517.361356650394,256.78711881395367,4260.57423783644,0
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,100,4.605170185988092,mse,InconsistentKernelSHAPIQ,SHAPIQ,4517.361356650394,1729.2650910824973,2788.0962655678964,0
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,100,4.605170185988092,mse,ProxySHAP,SHAPIQ,256.78711881395367,1729.2650910824973,-1472.4779722685437,1
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,100,4.605170185988092,spearman,InconsistentKernelSHAPIQ,ProxySHAP,0.0665663450473577,0.14751071713097028,-0.08094437208361258,0
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,100,4.605170185988092,spearman,InconsistentKernelSHAPIQ,SHAPIQ,0.0665663450473577,0.10365583783305302,-0.037089492785695316,0
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,100,4.605170185988092,spearman,ProxySHAP,SHAPIQ,0.14751071713097028,0.10365583783305302,0.04385487929791726,1
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,250,5.521460917862246,mse,MSRBiased,PermutationSamplingSII,219.90974281481505,2484.6846909929295,-2264.7749481781143,1
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,250,5.521460917862246,mse,MSRBiased,SHAPIQ,219.90974281481505,715.5027031760014,-495.5929603611864,1
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,250,5.521460917862246,mse,PermutationSamplingSII,SHAPIQ,2484.6846909929295,715.5027031760014,1769.181987816928,0
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,250,5.521460917862246,spearman,MSRBiased,PermutationSamplingSII,0.09319488891728088,0.07035773999391016,0.022837148923370715,1
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,250,5.521460917862246,spearman,MSRBiased,SHAPIQ,0.09319488891728088,0.06639759193229293,0.02679729698498795,1
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,250,5.521460917862246,spearman,PermutationSamplingSII,SHAPIQ,0.07035773999391016,0.06639759193229293,0.003960148061617236,1
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,500,6.214608098422191,mse,MSRBiased,PermutationSamplingSII,182.0986713932146,3250.0965149793174,-3067.9978435861026,1
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,500,6.214608098422191,mse,MSRBiased,SHAPIQ,182.0986713932146,290.0344749364607,-107.9358035432461,1
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,500,6.214608098422191,mse,PermutationSamplingSII,SHAPIQ,3250.0965149793174,290.0344749364607,2960.0620400428566,0
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,500,6.214608098422191,spearman,MSRBiased,PermutationSamplingSII,0.10992455820042026,0.07120996270385287,0.03871459549656739,1
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,500,6.214608098422191,spearman,MSRBiased,SHAPIQ,0.10992455820042026,0.10589541405778856,0.0040291441426316965,1
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,500,6.214608098422191,spearman,PermutationSamplingSII,SHAPIQ,0.07120996270385287,0.10589541405778856,-0.03468545135393569,0
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,1000,6.907755278982137,mse,MSRBiased,PermutationSamplingSII,178.79049741902472,2867.7115843182414,-2688.921086899217,1
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,1000,6.907755278982137,mse,MSRBiased,SHAPIQ,178.79049741902472,204.1897960978302,-25.39929867880548,1
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,1000,6.907755278982137,mse,PermutationSamplingSII,SHAPIQ,2867.7115843182414,204.1897960978302,2663.521788220411,0
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,1000,6.907755278982137,spearman,MSRBiased,PermutationSamplingSII,0.09199137832922206,0.05079920178183617,0.0411921765473859,1
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,1000,6.907755278982137,spearman,MSRBiased,SHAPIQ,0.09199137832922206,0.09802986188843892,-0.006038483559216851,0
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,1000,6.907755278982137,spearman,PermutationSamplingSII,SHAPIQ,0.05079920178183617,0.09802986188843892,-0.04723066010660275,0
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,4000,8.294049640102028,mse,MSRBiased,PermutationSamplingSII,151.3603506332234,706.2073380663348,-554.8469874331115,1
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,4000,8.294049640102028,mse,MSRBiased,SHAPIQ,151.3603506332234,151.73387527721212,-0.37352464398873053,1
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,4000,8.294049640102028,mse,PermutationSamplingSII,SHAPIQ,706.2073380663348,151.73387527721212,554.4734627891228,0
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,4000,8.294049640102028,spearman,MSRBiased,PermutationSamplingSII,0.09407659123940224,0.10827976039673987,-0.01420316915733763,0
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,4000,8.294049640102028,spearman,MSRBiased,SHAPIQ,0.09407659123940224,0.09396583338093595,0.00011075785846628716,1
BikeSharing,"{""loss_function"": ""mean_absolute_error"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false}",12,SII,2,ExactComputer,4000,8.294049640102028,spearman,PermutationSamplingSII,SHAPIQ,0.10827976039673987,0.09396583338093595,0.014313927015803918,1
Mushroom,"{""class_to_explain"": null, ""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",22,SV,1,TreeExplainer,50,3.912023005428146,mse,KernelSHAP,OwenSamplingSV,0.005024983741034996,0.0046890881768704915,0.0003358955641645043,0
Mushroom,"{""class_to_explain"": null, ""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",22,SV,1,TreeExplainer,50,3.912023005428146,mse,KernelSHAP,PermutationSamplingSV,0.005024983741034996,0.004391908944242418,0.0006330747967925781,0
Mushroom,"{""class_to_explain"": null, ""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",22,SV,1,TreeExplainer,50,3.912023005428146,mse,KernelSHAP,StratifiedSamplingSV,0.005024983741034996,0.003748744036251213,0.0012762397047837827,0
Mushroom,"{""class_to_explain"": null, ""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",22,SV,1,TreeExplainer,50,3.912023005428146,mse,OwenSamplingSV,PermutationSamplingSV,0.0046890881768704915,0.004391908944242418,0.00029717923262807377,0
Mushroom,"{""class_to_explain"": null, ""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",22,SV,1,TreeExplainer,50,3.912023005428146,mse,OwenSamplingSV,StratifiedSamplingSV,0.0046890881768704915,0.003748744036251213,0.0009403441406192784,0
Mushroom,"{""class_to_explain"": null, ""imputer"": ""marginal"", ""model_name"": ""decision_tree"", ""normalize"": true, ""random_state"": 42, ""verbose"": false, ""x"": 0}",22,SV,1,TreeExplainer,50,3.912023005428146,mse,PermutationSamplingSV,StratifiedSamplingSV,0.004391908944242418,0.003748744036251213,0.0006431649079912047,0
