date,plant-stand,precip,temp,hail,crop-hist,area-damaged,severity,seed-tmt,germination,plant-growth,leaves,leafspots-halo,leafspots-marg,leafspot-size,leaf-shread,leaf-malf,leaf-mild,stem,lodging,stem-cankers,canker-lesion,fruiting-bodies,external-decay,mycelium,int-discolor,sclerotia,fruit-pods,fruit-spots,seed,mold-growth,seed-discolor,seed-size,shriveling,roots,target
0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,rhizoctonia-root-rot
2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,rhizoctonia-root-rot
1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,rhizoctonia-root-rot
2.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,rhizoctonia-root-rot
2.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,rhizoctonia-root-rot
4.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,rhizoctonia-root-rot
0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,rhizoctonia-root-rot
2.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,rhizoctonia-root-rot
2.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,phytophthora-rot
1.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,phytophthora-rot
2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,phytophthora-rot
1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,phytophthora-rot
3.0,1.0,1.0,1.0,,2.0,1.0,,,,1.0,1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
3.0,1.0,1.0,1.0,,3.0,1.0,,,,1.0,1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,,2.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
0.0,1.0,2.0,2.0,,3.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
1.0,1.0,2.0,1.0,,2.0,1.0,,,,1.0,1,,,,,,,1.0,,1.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
1.0,1.0,2.0,1.0,,0.0,1.0,,,,1.0,1,,,,,,,1.0,,0.0,2.0,,2.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
4.0,1.0,1.0,2.0,,3.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
1.0,1.0,2.0,2.0,,2.0,1.0,,,,1.0,1,,,,,,,1.0,,1.0,2.0,,2.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
2.0,1.0,2.0,1.0,,3.0,1.0,,,,1.0,1,,,,,,,1.0,,1.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
3.0,1.0,2.0,2.0,,2.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
4.0,1.0,1.0,1.0,,3.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
1.0,1.0,2.0,1.0,,2.0,1.0,,,,1.0,1,,,,,,,1.0,,1.0,2.0,,2.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
1.0,1.0,2.0,1.0,,3.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,2.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
1.0,1.0,2.0,2.0,,1.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,2.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
2.0,1.0,1.0,2.0,,2.0,1.0,,,,1.0,1,,,,,,,1.0,,1.0,2.0,,2.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
3.0,1.0,1.0,1.0,,3.0,1.0,,,,1.0,1,,,,,,,1.0,,2.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
3.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
1.0,1.0,2.0,2.0,,1.0,1.0,,,,1.0,1,,,,,,,1.0,,0.0,2.0,,2.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
2.0,1.0,2.0,2.0,,2.0,1.0,,,,1.0,1,,,,,,,1.0,,2.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
3.0,1.0,1.0,1.0,,3.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
4.0,1.0,1.0,1.0,,2.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
1.0,1.0,2.0,2.0,,3.0,1.0,,,,1.0,1,,,,,,,1.0,,0.0,2.0,,2.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
2.0,1.0,2.0,2.0,,2.0,1.0,,,,1.0,1,,,,,,,1.0,,2.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
3.0,1.0,1.0,1.0,,3.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
4.0,1.0,1.0,1.0,,2.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
1.0,1.0,2.0,2.0,,3.0,1.0,,,,1.0,1,,,,,,,1.0,,0.0,2.0,,2.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
2.0,1.0,2.0,2.0,,2.0,1.0,,,,1.0,1,,,,,,,1.0,,2.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
3.0,1.0,1.0,1.0,,3.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
1.0,1.0,2.0,2.0,,2.0,1.0,,,,1.0,1,,,,,,,1.0,,0.0,2.0,,2.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
2.0,1.0,2.0,1.0,,3.0,1.0,,,,1.0,1,,,,,,,1.0,,2.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
3.0,1.0,2.0,1.0,,1.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
1.0,1.0,2.0,2.0,,2.0,1.0,,,,1.0,1,,,,,,,1.0,,0.0,2.0,,2.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
2.0,1.0,2.0,2.0,,3.0,1.0,,,,1.0,1,,,,,,,1.0,,2.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
3.0,1.0,1.0,1.0,,2.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
4.0,1.0,1.0,1.0,,3.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
1.0,1.0,2.0,1.0,,2.0,1.0,,,,1.0,1,,,,,,,1.0,,2.0,2.0,,2.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
2.0,1.0,2.0,1.0,,3.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
3.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
4.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
1.0,1.0,2.0,2.0,,2.0,1.0,,,,1.0,1,,,,,,,1.0,,2.0,2.0,,2.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
2.0,1.0,2.0,2.0,,3.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
3.0,1.0,1.0,1.0,,2.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
2.0,1.0,1.0,1.0,,3.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
3.0,1.0,1.0,1.0,,2.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
3.0,1.0,1.0,1.0,,3.0,1.0,,,,1.0,1,,,,,,,1.0,,3.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,phytophthora-rot
3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
4.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
3.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
5.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
6.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
4.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,1.0,0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
5.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
4.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
5.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
5.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
3.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
5.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,1.0,0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
4.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
5.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
4.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
6.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
5.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
4.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
5.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
5.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,1,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brown-stem-rot
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,powdery-mildew
2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,powdery-mildew
3.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,1,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,powdery-mildew
4.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,powdery-mildew
5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,powdery-mildew
4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,powdery-mildew
3.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,2.0,0.0,1,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,powdery-mildew
4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,powdery-mildew
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,powdery-mildew
5.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,powdery-mildew
3.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,downy-mildew
4.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,1,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,downy-mildew
5.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,downy-mildew
2.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,1,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,downy-mildew
3.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,downy-mildew
6.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,1,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,downy-mildew
