frequency,attack-angle,chord-length,free-stream-velocity,suction-side-displacement-thickness,__target__
1000,22.0,0.2286,39.6,0.0123481,122.539
1250,2.0,0.0508,71.3,0.014072,136.191
250,7.0,0.1016,71.3,0.0437259,132.158
1250,20.0,0.1016,55.5,0.0052139,136.883
5000,0.0,0.1016,71.3,0.00121072,130.795
2500,13.0,0.3048,71.3,0.00425727,124.024
500,17.0,0.0254,39.6,0.000907475,116.366
6300,16.0,0.0508,39.6,0.00152689,125.717
630,11.0,0.1524,39.6,0.00294804,125.809
8000,0.0,0.0254,71.3,0.000400682,129.867
4000,5.0,0.0254,71.3,0.0121808,131.808
1250,14.0,0.1016,55.5,0.002211,132.769
315,9.0,0.0508,39.6,0.036484,129.864
2000,0.0,0.2286,55.5,0.00229336,126.54
250,24.0,0.1016,39.6,0.0124596,134.34
5000,24.0,0.1016,71.3,0.0103088,116.723
400,13.0,0.3048,39.6,0.00495741,125.472
1000,10.0,0.2286,71.3,0.00293031,128.956
630,4.0,0.1524,71.3,0.0483159,123.304
800,22.0,0.2286,71.3,0.0104404,130.748
250,15.0,0.3048,39.6,0.00579636,123.543
1600,0.0,0.0508,71.3,0.000740478,129.68
4000,0.0,0.2286,39.6,0.00253511,123.465
2500,0.0,0.3048,71.3,0.00266337,125.571
4000,0.0,0.0508,55.5,0.00076193,134.946
3150,5.0,0.0254,39.6,0.0130253,127.847
2500,5.0,0.0254,71.3,0.0121808,134.058
400,0.0,0.2286,39.6,0.00253511,123.565
500,12.0,0.0254,71.3,0.0214178,117.967
2500,0.0,0.0508,39.6,0.000791822,134.938
315,0.0,0.2286,39.6,0.00253511,121.055
10000,1.0,0.3048,39.6,0.00392107,108.991
2500,17.0,0.0254,71.3,0.000848633,130.828
2000,25.0,0.0254,31.7,0.00461377,130.496
2000,15.0,0.3048,71.3,0.00497773,124.395
5000,15.0,0.2286,31.7,0.00509068,115.969
8000,13.0,0.3048,55.5,0.00452492,113.799
630,6.0,0.0508,39.6,0.0282593,127.443
1250,15.0,0.2286,39.6,0.00473801,128.339
1250,0.0,0.2286,31.7,0.0027238,128.805
2500,17.0,0.0254,55.5,0.000873218,129.144
3150,0.0,0.0508,39.6,0.000791822,135.938
315,25.0,0.0254,31.7,0.00461377,122.766
2500,22.0,0.2286,31.7,0.0132672,114.709
630,23.0,0.0508,55.5,0.00544854,126.152
315,12.0,0.0254,39.6,0.0229028,120.716
315,4.0,0.1524,39.6,0.0584113,116.02
3150,17.0,0.0254,55.5,0.000873218,132.354
12500,0.0,0.0508,55.5,0.00076193,125.376
630,3.0,0.1016,39.6,0.0408268,121.315
1600,7.0,0.1016,71.3,0.0437259,121.528
8000,14.0,0.1016,55.5,0.002211,120.569
500,4.0,0.1524,71.3,0.0483159,121.664
1000,0.0,0.0508,71.3,0.000740478,129.45
630,0.0,0.3048,39.6,0.00310138,128.629
3150,6.0,0.0508,71.3,0.0264269,125.715
2000,21.0,0.1524,39.6,0.00909175,120.228
8000,13.0,0.3048,39.6,0.00495741,110.652
630,19.0,0.1524,39.6,0.00485029,132.357
2000,17.0,0.0254,71.3,0.000848633,128.398
800,20.0,0.1016,71.3,0.00478288,134.478
1250,9.0,0.0508,39.6,0.036484,118.634
630,18.0,0.2286,39.6,0.00614329,132.011
8000,0.0,0.3048,39.6,0.00310138,114.779
5000,0.0,0.1016,55.5,0.00131983,128.36
2500,15.0,0.2286,55.5,0.0042862,122.384
5000,25.0,0.0254,31.7,0.00461377,124.426
8000,0.0,0.1524,39.6,0.00193287,120.553
630,4.0,0.1524,39.6,0.0584113,116.55
630,22.0,0.2286,55.5,0.0111706,130.934
2500,16.0,0.0508,39.6,0.00152689,133.847
6300,0.0,0.0508,39.6,0.000791822,131.918
630,26.0,0.1524,55.5,0.0208438,127.315
10000,21.0,0.1524,71.3,0.00752039,110.313
6300,25.0,0.0254,39.6,0.00449821,120.324
400,22.0,0.2286,31.7,0.0132672,130.269
800,14.0,0.1016,55.5,0.002211,129.119
1600,23.0,0.0508,71.3,0.00529514,133.846
3150,14.0,0.1016,31.7,0.00251435,128.252
5000,26.0,0.1524,31.7,0.0252785,109.949
1600,23.0,0.0508,55.5,0.00544854,133.032
3150,19.0,0.1524,71.3,0.00401199,123.311
2000,0.0,0.1016,71.3,0.00121072,132.095
200,3.0,0.1016,39.6,0.0408268,128.545
500,13.0,0.3048,39.6,0.00495741,127.632
400,25.0,0.0254,55.5,0.0043284,120.952
1000,0.0,0.1016,31.7,0.00150092,131.313
3150,8.0,0.0254,31.7,0.0176631,123.466
3150,6.0,0.0508,39.6,0.0282593,120.513
800,3.0,0.1016,31.7,0.0418756,120.037
1250,24.0,0.1016,71.3,0.0103088,132.793
800,0.0,0.1524,71.3,0.0015988,125.817
250,3.0,0.1016,71.3,0.0337792,131.568
630,25.0,0.0254,55.5,0.0043284,125.452
2500,11.0,0.1524,39.6,0.00294804,125.589
630,8.0,0.0254,31.7,0.0176631,136.886
6300,17.0,0.0254,55.5,0.000873218,135.164
800,10.0,0.2286,71.3,0.00293031,128.216
630,2.0,0.0508,39.6,0.0150478,133.13
6300,26.0,0.1524,39.6,0.0233328,109.885
3150,15.0,0.2286,55.5,0.0042862,122.394
500,9.0,0.0508,39.6,0.036484,128.444
2000,6.0,0.0508,55.5,0.0271925,127.04
2500,0.0,0.1016,71.3,0.00121072,132.595
630,15.0,0.2286,55.5,0.0042862,129.964
2000,7.0,0.1016,39.6,0.0528487,110.894
5000,26.0,0.1524,71.3,0.0193001,114.569
400,22.0,0.2286,71.3,0.0104404,139.438
200,25.0,0.0254,39.6,0.00449821,116.074
6300,17.0,0.0254,71.3,0.000848633,134.498
6300,0.0,0.0254,39.6,0.000428464,136.826
2500,22.0,0.2286,39.6,0.0123481,116.559
3150,15.0,0.2286,71.3,0.00400603,124.108
2500,0.0,0.1016,39.6,0.00146332,132.611
6300,18.0,0.2286,39.6,0.00614329,112.541
2000,3.0,0.1016,39.6,0.0408268,114.085
1250,0.0,0.3048,71.3,0.00266337,125.951
1000,0.0,0.0254,31.7,0.000439472,125.127
2500,24.0,0.1016,39.6,0.0124596,119.19
1600,0.0,0.2286,55.5,0.00229336,126.79
2500,21.0,0.1524,39.6,0.00909175,117.478
630,15.0,0.2286,71.3,0.00400603,129.038
400,12.0,0.0254,71.3,0.0214178,117.927
5000,8.0,0.0254,55.5,0.0165706,118.941
1000,6.0,0.0508,55.5,0.0271925,130.4
5000,6.0,0.0508,71.3,0.0264269,119.135
500,0.0,0.1524,55.5,0.00172668,120.573
315,22.0,0.2286,31.7,0.0132672,130.239
500,0.0,0.3048,39.6,0.00310138,126.959
5000,5.0,0.0254,71.3,0.0121808,128.978
5000,0.0,0.0508,55.5,0.00076193,134.556
10000,14.0,0.1016,55.5,0.002211,115.659
1250,3.0,0.1016,55.5,0.0368233,124.214
630,21.0,0.1524,71.3,0.00752039,134.853
800,8.0,0.0254,39.6,0.0172206,135.324
250,21.0,0.1524,39.6,0.00909175,127.488
6300,21.0,0.1524,39.6,0.00909175,112.688
1600,2.0,0.0508,71.3,0.014072,135.191
1250,25.0,0.0254,31.7,0.00461377,131.446
5000,4.0,0.1524,39.6,0.0584113,104.13
500,26.0,0.1524,31.7,0.0252785,127.179
400,8.0,0.0254,71.3,0.016104,117.396
400,19.0,0.1524,39.6,0.00485029,127.637
630,22.0,0.2286,39.6,0.0123481,128.929
800,10.0,0.2286,39.6,0.00346574,129.037
5000,13.0,0.3048,39.6,0.00495741,115.792
2500,0.0,0.1016,31.7,0.00150092,132.003
3150,2.0,0.0508,71.3,0.014072,127.141
4000,6.0,0.0508,55.5,0.0271925,120.92
800,19.0,0.1524,55.5,0.00433288,133.097
2000,13.0,0.3048,55.5,0.00452492,123.069
2500,12.0,0.0254,71.3,0.0214178,126.097
250,2.0,0.0508,71.3,0.014072,127.101
4000,17.0,0.0254,31.7,0.000930789,135.328
500,23.0,0.0508,55.5,0.00544854,123.742
500,22.0,0.2286,55.5,0.0111706,133.174
200,25.0,0.0254,31.7,0.00461377,119.146
400,23.0,0.0508,55.5,0.00544854,121.582
630,6.0,0.0508,71.3,0.0264269,129.645
200,24.0,0.1016,71.3,0.0103088,133.503
1250,14.0,0.1016,31.7,0.00251435,134.022
6300,4.0,0.1524,71.3,0.0483159,107.284
12500,11.0,0.1524,71.3,0.00243851,113.034
200,6.0,0.0508,55.5,0.0271925,122.94
2500,0.0,0.0254,39.6,0.000428464,131.836
1250,14.0,0.1016,39.6,0.00245138,133.211
5000,0.0,0.0508,71.3,0.000740478,134.43
4000,24.0,0.1016,39.6,0.0124596,116.22
630,13.0,0.3048,71.3,0.00425727,129.354
1000,6.0,0.0508,71.3,0.0264269,131.865
800,1.0,0.3048,39.6,0.00392107,128.831
400,15.0,0.3048,71.3,0.00497773,129.575
4000,0.0,0.2286,31.7,0.0027238,122.035
1250,12.0,0.0254,71.3,0.0214178,140.987
1250,7.0,0.1016,39.6,0.0528487,118.214
3150,12.0,0.0254,71.3,0.0214178,124.127
630,24.0,0.1016,39.6,0.0124596,131.92
2500,19.0,0.1524,71.3,0.00401199,127.591
5000,19.0,0.1524,55.5,0.00433288,118.757
315,21.0,0.1524,39.6,0.00909175,130.558
3150,9.0,0.0508,71.3,0.0341183,116.225
800,6.0,0.0508,71.3,0.0264269,131.515
200,9.0,0.0508,71.3,0.0341183,118.005
3150,10.0,0.2286,71.3,0.00293031,126.116
6300,14.0,0.1016,55.5,0.002211,123.839
2000,23.0,0.0508,31.7,0.00580776,127.686
500,6.0,0.0508,55.5,0.0271925,127.22
800,4.0,0.1524,71.3,0.0483159,123.054
630,0.0,0.1016,55.5,0.00131983,126.17
1000,8.0,0.0254,31.7,0.0176631,131.796
2000,17.0,0.0254,31.7,0.000930789,130.148
1000,23.0,0.0508,71.3,0.00529514,129.946
500,2.0,0.0508,71.3,0.014072,130.311
3150,7.0,0.1016,39.6,0.0528487,109.254
1250,25.0,0.0254,71.3,0.00420654,131.656
2000,20.0,0.1016,31.7,0.00592927,120.446
1600,22.0,0.2286,31.7,0.0132672,119.039
1000,15.0,0.2286,39.6,0.00473801,129.969
2000,15.0,0.2286,55.5,0.0042862,124.254
400,15.0,0.2286,55.5,0.0042862,123.274
630,0.0,0.1016,71.3,0.00121072,124.155
1000,18.0,0.2286,39.6,0.00614329,125.581
1600,11.0,0.1524,71.3,0.00243851,130.644
800,3.0,0.1016,71.3,0.0337792,127.318
8000,15.0,0.2286,71.3,0.00400603,112.848
12500,0.0,0.1016,71.3,0.00121072,119.375
800,25.0,0.0254,71.3,0.00420654,127.206
5000,22.0,0.2286,31.7,0.0132672,111.029
12500,15.0,0.3048,71.3,0.00497773,107.405
1600,6.0,0.0508,71.3,0.0264269,130.065
5000,23.0,0.0508,55.5,0.00544854,115.812
250,8.0,0.0254,31.7,0.0176631,116.956
2000,19.0,0.1524,55.5,0.00433288,128.707
1000,16.0,0.0508,39.6,0.00152689,125.647
4000,14.0,0.1016,71.3,0.00202822,128.704
2500,19.0,0.1524,55.5,0.00433288,124.077
1250,0.0,0.3048,31.7,0.00331266,124.355
500,18.0,0.2286,71.3,0.0051942,129.88
1250,13.0,0.3048,71.3,0.00425727,127.634
630,13.0,0.3048,55.5,0.00452492,129.569
1000,21.0,0.1524,71.3,0.00752039,134.273
800,9.0,0.0508,39.6,0.036484,119.174
2500,0.0,0.1524,71.3,0.0015988,128.127
500,2.0,0.0508,39.6,0.0150478,131.96
8000,17.0,0.0254,31.7,0.000930789,127.008
5000,11.0,0.1524,39.6,0.00294804,121.499
1600,14.0,0.1016,71.3,0.00202822,133.664
10000,0.0,0.0508,55.5,0.00076193,127.636
1000,26.0,0.1524,31.7,0.0252785,122.149
2500,3.0,0.1016,71.3,0.0337792,121.318
1000,22.0,0.2286,71.3,0.0104404,126.838
500,9.0,0.0508,71.3,0.0341183,126.995
2000,18.0,0.2286,71.3,0.0051942,125.89
5000,15.0,0.3048,71.3,0.00497773,117.785
12500,0.0,0.0254,39.6,0.000428464,129.116
800,3.0,0.1016,39.6,0.0408268,122.315
630,3.0,0.1016,55.5,0.0368233,124.244
1600,11.0,0.1524,39.6,0.00294804,130.049
1250,26.0,0.1524,71.3,0.0193001,122.679
8000,6.0,0.0508,71.3,0.0264269,112.675
500,13.0,0.3048,71.3,0.00425727,128.454
250,15.0,0.3048,71.3,0.00497773,126.395
800,20.0,0.1016,31.7,0.00592927,132.886
4000,10.0,0.2286,71.3,0.00293031,124.086
1600,26.0,0.1524,39.6,0.0233328,118.545
5000,14.0,0.1016,55.5,0.002211,124.839
8000,21.0,0.1524,39.6,0.00909175,111.588
12500,15.0,0.2286,71.3,0.00400603,114.258
200,26.0,0.1524,31.7,0.0252785,127.299
630,24.0,0.1016,71.3,0.0103088,138.423
1000,22.0,0.2286,55.5,0.0111706,125.194
1000,8.0,0.0254,71.3,0.016104,125.816
3150,0.0,0.1016,71.3,0.00121072,131.955
2500,23.0,0.0508,55.5,0.00544854,131.542
800,23.0,0.0508,39.6,0.00566229,128.435
400,21.0,0.1524,71.3,0.00752039,130.123
630,22.0,0.2286,71.3,0.0104404,133.768
400,8.0,0.0254,39.6,0.0172206,115.444
4000,26.0,0.1524,31.7,0.0252785,111.459
2500,20.0,0.1016,71.3,0.00478288,131.458
315,10.0,0.2286,39.6,0.00346574,120.137
1000,23.0,0.0508,39.6,0.00566229,130.195
1000,0.0,0.3048,71.3,0.00266337,125.201
500,20.0,0.1016,39.6,0.00578076,130.955
16000,17.0,0.0254,71.3,0.000848633,124.208
1600,2.0,0.0508,39.6,0.0150478,126.54
2500,24.0,0.1016,71.3,0.0103088,123.623
400,13.0,0.3048,31.7,0.00529514,125.398
1600,0.0,0.2286,31.7,0.0027238,125.625
1600,19.0,0.1524,31.7,0.00525474,123.761
6300,6.0,0.0508,55.5,0.0271925,112.93
2500,4.0,0.1524,39.6,0.0584113,106.88
315,6.0,0.0508,71.3,0.0264269,126.195
500,3.0,0.1016,71.3,0.0337792,140.158
2000,0.0,0.1524,71.3,0.0015988,128.647
8000,17.0,0.0254,71.3,0.000848633,131.518
1250,26.0,0.1524,39.6,0.0233328,120.555
1250,2.0,0.0508,39.6,0.0150478,130.05
1600,0.0,0.1524,39.6,0.00193287,131.013
315,5.0,0.0254,39.6,0.0130253,123.537
5000,25.0,0.0254,71.3,0.00420654,131.186
2500,9.0,0.0508,71.3,0.0341183,118.385
12500,0.0,0.0508,39.6,0.000791822,123.988
5000,4.0,0.1524,71.3,0.0483159,108.034
1250,20.0,0.1016,31.7,0.00592927,129.256
4000,3.0,0.1016,31.7,0.0418756,108.407
2000,8.0,0.0254,55.5,0.0165706,125.261
500,24.0,0.1016,71.3,0.0103088,138.523
6300,19.0,0.1524,39.6,0.00485029,116.677
500,11.0,0.1524,39.6,0.00294804,121.009
5000,1.0,0.3048,71.3,0.00336729,119.632
3150,15.0,0.3048,39.6,0.00579636,118.743
1250,15.0,0.3048,71.3,0.00497773,129.395
3150,14.0,0.1016,71.3,0.00202822,132.114
2500,12.0,0.0254,39.6,0.0229028,121.306
10000,13.0,0.3048,71.3,0.00425727,110.224
2000,20.0,0.1016,39.6,0.00578076,122.235
250,25.0,0.0254,31.7,0.00461377,120.136
1000,0.0,0.1524,55.5,0.00172668,128.583
2000,0.0,0.1016,55.5,0.00131983,132.54
400,8.0,0.0254,55.5,0.0165706,115.461
400,2.0,0.0508,71.3,0.014072,129.281
3150,11.0,0.1524,39.6,0.00294804,122.919
2000,0.0,0.0508,71.3,0.000740478,131.06
315,3.0,0.1016,71.3,0.0337792,137.068
1250,26.0,0.1524,55.5,0.0208438,121.635
200,6.0,0.0508,71.3,0.0264269,123.595
1000,14.0,0.1016,31.7,0.00251435,133.012
4000,0.0,0.3048,71.3,0.00266337,123.061
3150,3.0,0.1016,31.7,0.0418756,110.307
500,26.0,0.1524,39.6,0.0233328,126.835
1250,3.0,0.1016,31.7,0.0418756,118.767
8000,0.0,0.0508,31.7,0.000812164,126.59
1600,21.0,0.1524,71.3,0.00752039,130.893
1000,25.0,0.0254,31.7,0.00461377,131.346
4000,0.0,0.2286,71.3,0.00214345,125.824
1000,5.0,0.0254,39.6,0.0130253,130.947
16000,0.0,0.0254,55.5,0.00041229,125.683
3150,19.0,0.1524,55.5,0.00433288,121.587
800,2.0,0.0508,71.3,0.014072,136.031
630,22.0,0.2286,31.7,0.0132672,126.189
10000,17.0,0.0254,71.3,0.000848633,127.398
6300,12.0,0.0254,71.3,0.0214178,123.127
800,26.0,0.1524,31.7,0.0252785,125.539
1000,20.0,0.1016,71.3,0.00478288,136.758
4000,0.0,0.1016,71.3,0.00121072,130.935
3150,8.0,0.0254,55.5,0.0165706,124.101
250,26.0,0.1524,71.3,0.0193001,135.329
5000,0.0,0.2286,71.3,0.00214345,124.304
6300,24.0,0.1016,39.6,0.0124596,113.11
1000,0.0,0.2286,31.7,0.0027238,130.595
5000,0.0,0.2286,39.6,0.00253511,122.175
800,1.0,0.3048,71.3,0.00336729,127.122
2000,18.0,0.2286,39.6,0.00614329,117.911
630,0.0,0.3048,31.7,0.00331266,129.095
1600,0.0,0.2286,71.3,0.00214345,129.134
2000,5.0,0.0254,71.3,0.0121808,134.228
2500,17.0,0.0254,31.7,0.000930789,132.588
5000,8.0,0.0254,71.3,0.016104,123.126
200,8.0,0.0254,55.5,0.0165706,109.951
630,0.0,0.2286,31.7,0.0027238,129.465
6300,24.0,0.1016,71.3,0.0103088,117.253
1250,23.0,0.0508,55.5,0.00544854,132.252
2500,0.0,0.2286,39.6,0.00253511,125.025
4000,14.0,0.1016,31.7,0.00251435,124.852
250,15.0,0.2286,31.7,0.00509068,120.189
6300,3.0,0.1016,31.7,0.0418756,107.267
1000,0.0,0.0508,39.6,0.000791822,127.638
6300,10.0,0.2286,39.6,0.00346574,116.417
200,9.0,0.0508,39.6,0.036484,125.974
1600,0.0,0.1016,55.5,0.00131983,132.05
16000,0.0,0.0254,39.6,0.000428464,124.986
400,0.0,0.2286,31.7,0.0027238,123.635
4000,22.0,0.2286,39.6,0.0123481,114.079
6300,19.0,0.1524,55.5,0.00433288,117.287
4000,15.0,0.2286,39.6,0.00473801,119.159
8000,15.0,0.3048,71.3,0.00497773,113.665
1000,3.0,0.1016,71.3,0.0337792,127.928
1250,17.0,0.0254,31.7,0.000930789,127.408
500,8.0,0.0254,71.3,0.016104,119.806
400,12.0,0.0254,39.6,0.0229028,123.416
5000,26.0,0.1524,39.6,0.0233328,111.135
2000,8.0,0.0254,39.6,0.0172206,126.644
1250,16.0,0.0508,39.6,0.00152689,128.427
6300,26.0,0.1524,71.3,0.0193001,112.039
315,13.0,0.3048,31.7,0.00529514,123.118
630,5.0,0.0254,71.3,0.0121808,128.878
3150,26.0,0.1524,39.6,0.0233328,113.525
1250,0.0,0.1524,31.7,0.00209405,131.467
6300,0.0,0.1524,31.7,0.00209405,119.737
1600,10.0,0.2286,39.6,0.00346574,125.837
1000,1.0,0.3048,39.6,0.00392107,127.581
315,18.0,0.2286,39.6,0.00614329,129.691
3150,11.0,0.1524,71.3,0.00243851,127.054
2000,0.0,0.0254,31.7,0.000439472,130.697
2500,13.0,0.3048,55.5,0.00452492,122.439
1250,0.0,0.1016,39.6,0.00146332,132.271
1600,23.0,0.0508,31.7,0.00580776,129.296
4000,15.0,0.2286,71.3,0.00400603,121.728
1250,11.0,0.1524,71.3,0.00243851,130.144
4000,17.0,0.0254,39.6,0.000907475,134.996
500,0.0,0.1524,31.7,0.00209405,121.617
12500,16.0,0.0508,71.3,0.00142788,117.328
400,20.0,0.1016,39.6,0.00578076,128.295
1250,22.0,0.2286,39.6,0.0123481,123.189
315,26.0,0.1524,71.3,0.0193001,135.459
2500,1.0,0.3048,39.6,0.00392107,120.981
2500,15.0,0.2286,71.3,0.00400603,124.338
1250,0.0,0.3048,55.5,0.00283081,126.086
630,12.0,0.0254,71.3,0.0214178,120.657
1000,12.0,0.0254,39.6,0.0229028,128.416
4000,0.0,0.1016,55.5,0.00131983,129.5
800,13.0,0.3048,71.3,0.00425727,129.494
1250,3.0,0.1016,71.3,0.0337792,126.648
1000,23.0,0.0508,31.7,0.00580776,129.516
1250,20.0,0.1016,71.3,0.00478288,137.658
1600,6.0,0.0508,39.6,0.0282593,124.843
630,20.0,0.1016,55.5,0.0052139,133.023
20000,0.0,0.0254,71.3,0.000400682,123.217
1250,0.0,0.0508,31.7,0.000812164,129.27
8000,0.0,0.1016,31.7,0.00150092,120.193
5000,10.0,0.2286,31.7,0.00372371,118.267
1600,22.0,0.2286,55.5,0.0111706,123.354
315,13.0,0.3048,39.6,0.00495741,123.312
2000,2.0,0.0508,71.3,0.014072,133.311
3150,19.0,0.1524,39.6,0.00485029,119.137
2000,7.0,0.1016,71.3,0.0437259,119.888
1250,0.0,0.1016,31.7,0.00150092,133.063
2000,15.0,0.2286,71.3,0.00400603,126.218
500,0.0,0.2286,31.7,0.0027238,126.675
5000,25.0,0.0254,55.5,0.0043284,128.412
8000,0.0,0.0508,39.6,0.000791822,128.518
1600,8.0,0.0254,31.7,0.0176631,126.846
1250,0.0,0.2286,39.6,0.00253511,129.395
4000,0.0,0.3048,39.6,0.00310138,119.229
800,8.0,0.0254,55.5,0.0165706,123.091
400,15.0,0.3048,39.6,0.00579636,128.633
2000,6.0,0.0508,31.7,0.0289853,120.835
16000,0.0,0.2286,71.3,0.00214345,114.984
800,14.0,0.1016,71.3,0.00202822,131.074
1250,24.0,0.1016,39.6,0.0124596,127.71
6300,25.0,0.0254,55.5,0.0043284,124.222
1000,14.0,0.1016,39.6,0.00245138,131.971
500,6.0,0.0508,31.7,0.0289853,123.695
5000,0.0,0.3048,39.6,0.00310138,117.789
2000,15.0,0.3048,39.6,0.00579636,120.963
1600,25.0,0.0254,55.5,0.0043284,133.062
3150,16.0,0.0508,71.3,0.00142788,133.728
6300,7.0,0.1016,39.6,0.0528487,104.204
1250,23.0,0.0508,39.6,0.00566229,131.205
1600,15.0,0.2286,39.6,0.00473801,125.319
6300,17.0,0.0254,39.6,0.000907475,134.336
400,6.0,0.0508,71.3,0.0264269,126.805
2500,25.0,0.0254,55.5,0.0043284,134.152
1250,19.0,0.1524,55.5,0.00433288,130.777
800,26.0,0.1524,55.5,0.0208438,126.565
4000,15.0,0.3048,71.3,0.00497773,119.535
2000,22.0,0.2286,31.7,0.0132672,115.309
1600,12.0,0.0254,71.3,0.0214178,131.817
1000,9.0,0.0508,39.6,0.036484,118.904
500,18.0,0.2286,39.6,0.00614329,132.251
315,8.0,0.0254,55.5,0.0165706,111.911
315,22.0,0.2286,71.3,0.0104404,139.808
315,22.0,0.2286,55.5,0.0111706,136.284
630,10.0,0.2286,55.5,0.00313525,126.842
800,0.0,0.1016,71.3,0.00121072,126.805
1000,22.0,0.2286,31.7,0.0132672,119.099
315,5.0,0.0254,71.3,0.0121808,122.938
1600,25.0,0.0254,71.3,0.00420654,133.756
630,19.0,0.1524,71.3,0.00401199,128.971
500,19.0,0.1524,71.3,0.00401199,126.291
800,18.0,0.2286,71.3,0.0051942,133.48
2000,22.0,0.2286,71.3,0.0104404,122.708
1000,13.0,0.3048,71.3,0.00425727,129.004
1000,0.0,0.1524,31.7,0.00209405,130.987
4000,0.0,0.1524,39.6,0.00193287,125.343
400,26.0,0.1524,39.6,0.0233328,128.345
1600,22.0,0.2286,71.3,0.0104404,125.728
2500,0.0,0.0254,71.3,0.000400682,133.707
4000,0.0,0.1016,31.7,0.00150092,126.933
12500,0.0,0.3048,71.3,0.00266337,112.241
1600,9.0,0.0508,39.6,0.036484,117.604
3150,1.0,0.3048,71.3,0.00336729,123.392
3150,15.0,0.3048,71.3,0.00497773,121.775
10000,0.0,0.0254,31.7,0.000439472,134.227
1000,15.0,0.3048,71.3,0.00497773,131.015
10000,0.0,0.1524,71.3,0.0015988,120.247
4000,22.0,0.2286,55.5,0.0111706,117.284
3150,15.0,0.2286,39.6,0.00473801,120.419
315,19.0,0.1524,31.7,0.00525474,125.741
800,26.0,0.1524,39.6,0.0233328,126.345
200,2.0,0.0508,71.3,0.014072,125.941
20000,17.0,0.0254,55.5,0.000873218,121.284
10000,0.0,0.0508,71.3,0.000740478,128.74
1600,24.0,0.1016,71.3,0.0103088,128.763
5000,0.0,0.1524,39.6,0.00193287,123.453
2000,0.0,0.2286,71.3,0.00214345,128.244
2500,0.0,0.0254,55.5,0.00041229,130.073
250,3.0,0.1016,39.6,0.0408268,129.675
400,3.0,0.1016,31.7,0.0418756,123.207
1000,20.0,0.1016,31.7,0.00592927,131.636
2500,26.0,0.1524,31.7,0.0252785,114.729
10000,0.0,0.0508,31.7,0.000812164,122.45
400,2.0,0.0508,39.6,0.0150478,130.67
2500,25.0,0.0254,31.7,0.00461377,130.086
400,26.0,0.1524,71.3,0.0193001,135.079
3150,0.0,0.1016,31.7,0.00150092,129.973
16000,11.0,0.1524,71.3,0.00243851,110.364
2500,2.0,0.0508,39.6,0.0150478,122.17
630,25.0,0.0254,39.6,0.00449821,126.514
1000,25.0,0.0254,39.6,0.00449821,130.374
3150,3.0,0.1016,55.5,0.0368233,116.914
500,10.0,0.2286,31.7,0.00372371,126.677
2500,6.0,0.0508,39.6,0.0282593,122.413
1600,7.0,0.1016,39.6,0.0528487,114.554
1600,25.0,0.0254,39.6,0.00449821,131.184
630,21.0,0.1524,39.6,0.00909175,133.198
1600,0.0,0.0254,31.7,0.000439472,129.267
2000,0.0,0.3048,71.3,0.00266337,127.461
2000,10.0,0.2286,39.6,0.00346574,122.797
8000,0.0,0.0508,71.3,0.000740478,130.89
12500,0.0,0.1016,55.5,0.00131983,119.91
10000,0.0,0.0254,39.6,0.000428464,133.376
