checking_status,duration_months,credit_history,credit_purpose,credit_amount,savings_status,employment_since,installment_rate_percent,personal_status_sex,other_debtors,residence_since,property,age_years,other_installment_plans,housing,existing_credits_count,job,people_liable,telephone,foreign_worker,__target__
1.0,48,3.0,4.0,7476,2.0,1.0,4,3.0,2.0,1,3.0,50,1.0,0.0,1,0.0,1,1.0,1.0,1
3.0,15,3.0,5.0,2221,1.0,0.0,2,0.0,2.0,4,1.0,20,1.0,2.0,1,1.0,1,0.0,1.0,1
1.0,12,1.0,1.0,4843,2.0,3.0,3,3.0,0.0,4,0.0,43,1.0,2.0,2,1.0,1,1.0,1.0,0
3.0,18,3.0,5.0,2515,2.0,0.0,3,3.0,2.0,4,2.0,43,1.0,1.0,1,1.0,1,1.0,1.0,1
1.0,12,3.0,1.0,3651,3.0,0.0,1,3.0,2.0,3,0.0,31,1.0,1.0,1,1.0,2,0.0,1.0,1
2.0,4,3.0,1.0,1494,4.0,2.0,1,3.0,2.0,2,2.0,29,1.0,1.0,1,3.0,2,0.0,0.0,1
0.0,48,3.0,6.0,5381,4.0,4.0,3,3.0,2.0,4,3.0,40,0.0,0.0,1,2.0,1,1.0,1.0,1
2.0,12,3.0,7.0,3399,4.0,3.0,2,3.0,2.0,3,1.0,37,1.0,1.0,1,0.0,1,0.0,1.0,1
1.0,15,1.0,5.0,1478,2.0,3.0,4,3.0,2.0,4,1.0,44,1.0,1.0,2,1.0,2,1.0,1.0,1
0.0,6,2.0,0.0,1449,0.0,3.0,1,1.0,2.0,2,1.0,31,0.0,1.0,2,1.0,2,0.0,1.0,1
0.0,24,1.0,7.0,1743,2.0,3.0,4,3.0,2.0,2,0.0,48,1.0,1.0,2,3.0,1,0.0,1.0,1
3.0,12,3.0,7.0,3077,2.0,0.0,2,3.0,2.0,4,1.0,52,1.0,1.0,1,1.0,1,1.0,1.0,1
3.0,6,3.0,5.0,1766,2.0,0.0,1,2.0,2.0,2,0.0,21,1.0,2.0,1,1.0,1,0.0,1.0,1
0.0,9,3.0,5.0,2030,4.0,1.0,2,3.0,2.0,1,1.0,24,1.0,1.0,1,1.0,1,1.0,1.0,1
3.0,11,1.0,7.0,1154,0.0,4.0,4,0.0,2.0,4,2.0,57,1.0,1.0,3,3.0,1,0.0,1.0,1
1.0,20,1.0,5.0,4272,2.0,3.0,1,0.0,2.0,4,0.0,24,1.0,1.0,2,1.0,1,0.0,1.0,1
0.0,72,3.0,7.0,5595,0.0,0.0,2,2.0,2.0,2,1.0,24,1.0,1.0,1,1.0,1,0.0,1.0,0
1.0,12,1.0,1.0,2122,2.0,0.0,3,3.0,2.0,2,2.0,39,1.0,2.0,2,3.0,2,0.0,0.0,1
3.0,24,1.0,0.0,4139,0.0,0.0,3,3.0,2.0,3,0.0,27,1.0,1.0,2,3.0,1,1.0,1.0,1
3.0,7,2.0,7.0,846,4.0,3.0,3,3.0,2.0,4,3.0,36,1.0,0.0,1,1.0,1,0.0,1.0,1
3.0,15,1.0,4.0,1532,0.0,0.0,4,0.0,2.0,3,1.0,31,1.0,1.0,1,1.0,1,0.0,1.0,1
0.0,21,3.0,5.0,3976,4.0,1.0,2,3.0,2.0,3,1.0,35,1.0,1.0,1,1.0,1,1.0,1.0,1
0.0,12,3.0,7.0,766,1.0,0.0,4,3.0,2.0,3,2.0,66,1.0,1.0,1,3.0,1,0.0,1.0,0
0.0,24,3.0,1.0,1246,2.0,2.0,4,3.0,2.0,2,2.0,23,2.0,1.0,1,3.0,1,0.0,1.0,0
3.0,12,3.0,0.0,1542,2.0,1.0,2,3.0,2.0,4,1.0,36,1.0,1.0,1,1.0,1,1.0,1.0,1
3.0,24,3.0,5.0,929,4.0,1.0,4,3.0,2.0,2,1.0,31,2.0,1.0,1,1.0,1,1.0,1.0,1
3.0,15,3.0,2.0,3029,2.0,1.0,2,3.0,2.0,2,1.0,33,1.0,1.0,1,1.0,1,0.0,1.0,1
3.0,18,3.0,5.0,1533,2.0,2.0,4,2.0,0.0,1,0.0,43,1.0,1.0,1,3.0,2,0.0,1.0,0
0.0,48,2.0,0.0,6681,4.0,0.0,4,3.0,2.0,4,3.0,38,1.0,0.0,1,1.0,2,1.0,1.0,1
0.0,12,3.0,1.0,888,2.0,3.0,4,3.0,2.0,4,1.0,41,0.0,1.0,1,3.0,2,0.0,1.0,0
0.0,18,2.0,5.0,4297,2.0,3.0,4,1.0,2.0,3,3.0,40,1.0,1.0,1,0.0,1,1.0,1.0,0
2.0,30,2.0,0.0,1908,2.0,3.0,4,3.0,2.0,4,2.0,66,1.0,1.0,1,0.0,1,1.0,1.0,0
3.0,24,3.0,7.0,3235,1.0,3.0,3,1.0,2.0,2,1.0,26,1.0,1.0,1,0.0,1,1.0,1.0,1
0.0,60,3.0,1.0,7408,0.0,2.0,4,0.0,2.0,2,0.0,24,1.0,1.0,1,0.0,1,0.0,1.0,0
1.0,24,3.0,0.0,6568,2.0,0.0,2,2.0,2.0,2,1.0,21,2.0,1.0,1,3.0,1,0.0,1.0,1
1.0,24,0.0,2.0,3632,2.0,0.0,1,0.0,1.0,4,1.0,22,0.0,2.0,1,1.0,1,0.0,0.0,1
3.0,54,4.0,2.0,9436,4.0,0.0,2,3.0,2.0,2,0.0,39,1.0,1.0,1,3.0,2,0.0,1.0,1
1.0,60,2.0,0.0,6836,2.0,3.0,3,3.0,2.0,4,3.0,63,1.0,1.0,2,1.0,1,1.0,1.0,0
2.0,21,1.0,4.0,2319,2.0,2.0,2,1.0,2.0,1,1.0,33,1.0,2.0,1,1.0,1,0.0,1.0,0
3.0,6,3.0,2.0,1236,1.0,0.0,2,3.0,2.0,4,0.0,50,1.0,2.0,1,1.0,1,0.0,1.0,1
3.0,21,4.0,1.0,5003,4.0,0.0,1,0.0,2.0,4,0.0,29,0.0,1.0,2,1.0,1,1.0,1.0,0
3.0,12,3.0,7.0,886,4.0,0.0,4,0.0,2.0,2,1.0,21,1.0,1.0,1,1.0,1,0.0,1.0,1
1.0,24,3.0,1.0,1442,2.0,1.0,4,0.0,2.0,4,1.0,23,1.0,2.0,2,1.0,1,0.0,1.0,0
3.0,6,3.0,5.0,2978,1.0,0.0,1,3.0,2.0,2,1.0,32,1.0,1.0,1,1.0,1,1.0,1.0,1
1.0,24,3.0,5.0,2359,0.0,4.0,1,1.0,2.0,1,0.0,33,1.0,1.0,1,1.0,1,0.0,1.0,0
1.0,24,3.0,5.0,2996,4.0,0.0,2,2.0,2.0,4,1.0,20,1.0,1.0,1,1.0,1,0.0,1.0,0
3.0,18,1.0,5.0,3780,2.0,2.0,3,1.0,2.0,2,1.0,35,1.0,1.0,2,0.0,1,1.0,1.0,1
3.0,27,3.0,8.0,5190,4.0,3.0,4,3.0,2.0,4,0.0,48,1.0,1.0,4,1.0,2,1.0,1.0,1
0.0,36,3.0,7.0,4795,2.0,2.0,4,0.0,2.0,1,3.0,30,1.0,1.0,1,0.0,1,1.0,1.0,1
1.0,12,0.0,1.0,697,2.0,2.0,4,3.0,2.0,2,1.0,46,0.0,1.0,2,1.0,1,1.0,1.0,0
3.0,18,4.0,0.0,4165,2.0,0.0,2,3.0,2.0,2,1.0,36,2.0,1.0,2,1.0,2,0.0,1.0,0
1.0,14,3.0,1.0,3973,2.0,4.0,1,3.0,2.0,4,3.0,22,1.0,0.0,1,1.0,1,0.0,1.0,1
3.0,18,1.0,4.0,1864,0.0,0.0,4,0.0,2.0,2,2.0,30,1.0,1.0,2,1.0,1,0.0,1.0,0
2.0,6,1.0,4.0,1047,2.0,0.0,2,0.0,2.0,4,0.0,50,1.0,1.0,1,3.0,1,0.0,1.0,1
3.0,18,3.0,7.0,433,2.0,4.0,3,0.0,0.0,4,2.0,22,1.0,2.0,1,1.0,1,0.0,1.0,0
0.0,36,3.0,4.0,3711,4.0,0.0,2,2.0,2.0,2,1.0,27,1.0,1.0,1,1.0,1,0.0,1.0,1
0.0,9,3.0,7.0,1206,2.0,3.0,4,0.0,2.0,4,2.0,25,1.0,1.0,1,1.0,1,0.0,1.0,1
3.0,6,3.0,5.0,1543,3.0,0.0,4,1.0,2.0,2,2.0,33,1.0,1.0,1,1.0,1,0.0,1.0,1
3.0,4,1.0,1.0,3380,2.0,1.0,1,0.0,2.0,1,2.0,37,1.0,1.0,1,1.0,2,0.0,1.0,1
2.0,24,3.0,7.0,1258,1.0,0.0,3,0.0,2.0,3,1.0,57,1.0,1.0,1,3.0,1,0.0,1.0,1
3.0,12,3.0,7.0,2073,0.0,0.0,4,0.0,0.0,2,2.0,28,1.0,1.0,1,1.0,1,0.0,1.0,1
1.0,21,3.0,7.0,2606,2.0,2.0,4,0.0,2.0,4,0.0,28,1.0,2.0,1,0.0,1,1.0,1.0,1
3.0,12,1.0,4.0,2096,2.0,1.0,2,3.0,2.0,3,2.0,49,1.0,1.0,1,3.0,2,0.0,1.0,1
3.0,12,1.0,1.0,1255,2.0,3.0,4,3.0,2.0,4,2.0,61,1.0,1.0,2,3.0,1,0.0,1.0,1
3.0,9,3.0,3.0,1236,2.0,2.0,1,0.0,2.0,4,2.0,23,1.0,2.0,1,1.0,1,1.0,1.0,1
3.0,24,3.0,7.0,1278,2.0,3.0,4,3.0,2.0,1,2.0,36,1.0,1.0,1,0.0,1,1.0,1.0,1
1.0,6,3.0,1.0,1374,4.0,4.0,4,0.0,2.0,3,0.0,75,1.0,1.0,1,0.0,1,1.0,1.0,1
2.0,10,3.0,1.0,3949,2.0,2.0,1,3.0,1.0,1,0.0,37,1.0,1.0,1,3.0,2,0.0,1.0,1
3.0,12,3.0,1.0,2390,4.0,3.0,4,3.0,2.0,3,1.0,50,1.0,1.0,1,1.0,1,1.0,1.0,1
0.0,24,3.0,1.0,1201,2.0,2.0,4,3.0,2.0,1,0.0,26,1.0,1.0,1,1.0,1,0.0,1.0,1
3.0,15,1.0,5.0,2788,2.0,1.0,2,0.0,0.0,3,1.0,24,0.0,1.0,2,1.0,1,0.0,1.0,1
3.0,12,1.0,0.0,1264,4.0,3.0,4,3.0,2.0,4,3.0,57,1.0,2.0,1,3.0,1,0.0,1.0,1
1.0,24,3.0,5.0,4020,2.0,0.0,2,3.0,2.0,2,1.0,27,2.0,1.0,1,1.0,1,0.0,1.0,1
3.0,9,3.0,1.0,2507,1.0,3.0,2,3.0,2.0,4,3.0,51,1.0,0.0,1,3.0,1,0.0,1.0,1
3.0,24,3.0,7.0,2397,1.0,3.0,3,3.0,2.0,2,1.0,35,0.0,1.0,2,1.0,1,1.0,1.0,0
0.0,27,3.0,0.0,3915,2.0,0.0,4,3.0,2.0,2,1.0,36,1.0,1.0,1,1.0,2,1.0,1.0,0
3.0,48,1.0,2.0,11590,0.0,0.0,2,0.0,2.0,4,1.0,24,0.0,2.0,2,3.0,1,0.0,1.0,0
1.0,42,3.0,5.0,7882,2.0,1.0,2,3.0,1.0,4,0.0,45,1.0,0.0,1,1.0,2,0.0,1.0,1
3.0,12,1.0,1.0,1495,2.0,3.0,4,3.0,2.0,1,2.0,38,1.0,1.0,2,3.0,2,0.0,1.0,1
3.0,24,3.0,1.0,2255,4.0,2.0,4,3.0,2.0,1,0.0,54,1.0,1.0,1,1.0,1,0.0,1.0,1
0.0,9,3.0,1.0,1549,4.0,2.0,4,3.0,2.0,2,2.0,35,1.0,1.0,1,2.0,1,0.0,1.0,1
3.0,30,3.0,2.0,4811,4.0,1.0,2,0.0,2.0,4,0.0,24,2.0,2.0,1,3.0,1,0.0,1.0,1
0.0,14,3.0,0.0,1410,1.0,3.0,1,2.0,2.0,2,2.0,35,1.0,1.0,1,1.0,1,1.0,1.0,1
3.0,5,3.0,0.0,3448,2.0,1.0,1,3.0,2.0,4,2.0,74,1.0,1.0,1,3.0,1,0.0,1.0,1
0.0,11,2.0,7.0,4771,2.0,1.0,2,3.0,2.0,4,0.0,51,1.0,1.0,1,1.0,1,0.0,1.0,1
1.0,10,3.0,7.0,2315,2.0,3.0,3,3.0,2.0,4,2.0,52,1.0,1.0,1,3.0,1,0.0,1.0,1
1.0,48,3.0,2.0,4788,2.0,1.0,4,3.0,2.0,3,0.0,26,1.0,1.0,1,1.0,2,0.0,1.0,1
3.0,18,3.0,0.0,1568,0.0,0.0,3,0.0,2.0,4,0.0,24,1.0,2.0,1,3.0,1,0.0,1.0,1
3.0,15,0.0,7.0,1569,0.0,3.0,4,3.0,2.0,4,1.0,34,0.0,1.0,1,3.0,2,0.0,1.0,1
1.0,40,1.0,4.0,5998,2.0,0.0,4,3.0,2.0,3,3.0,27,0.0,1.0,1,1.0,1,1.0,1.0,0
3.0,18,1.0,7.0,1169,4.0,0.0,4,3.0,2.0,3,0.0,29,1.0,1.0,2,1.0,1,1.0,1.0,1
0.0,12,3.0,1.0,1223,2.0,3.0,1,1.0,2.0,1,2.0,46,1.0,2.0,2,1.0,1,0.0,1.0,0
1.0,18,3.0,5.0,2659,3.0,0.0,4,3.0,2.0,2,1.0,28,1.0,1.0,1,1.0,1,0.0,1.0,1
3.0,6,1.0,7.0,700,4.0,3.0,4,3.0,2.0,4,3.0,36,1.0,0.0,2,1.0,1,0.0,1.0,1
3.0,10,3.0,2.0,2848,0.0,0.0,1,3.0,0.0,2,2.0,32,1.0,1.0,1,1.0,2,0.0,1.0,1
1.0,9,3.0,7.0,1366,2.0,2.0,3,0.0,2.0,4,0.0,22,1.0,2.0,1,1.0,1,0.0,1.0,0
3.0,36,3.0,4.0,9055,4.0,0.0,2,3.0,2.0,4,3.0,35,1.0,0.0,1,3.0,2,1.0,1.0,1
1.0,24,3.0,7.0,1987,2.0,0.0,2,3.0,2.0,4,2.0,21,1.0,2.0,1,3.0,2,0.0,1.0,0
1.0,24,3.0,2.0,2924,2.0,0.0,3,3.0,1.0,4,3.0,63,0.0,1.0,1,1.0,2,1.0,1.0,1
0.0,18,3.0,0.0,2622,0.0,0.0,4,3.0,2.0,4,1.0,34,1.0,1.0,1,1.0,1,0.0,1.0,1
3.0,36,1.0,0.0,6304,4.0,3.0,4,3.0,2.0,4,2.0,36,1.0,1.0,2,1.0,1,0.0,1.0,1
3.0,36,2.0,7.0,4463,2.0,0.0,4,3.0,2.0,2,1.0,26,1.0,1.0,2,0.0,1,1.0,1.0,0
3.0,36,3.0,0.0,7409,4.0,3.0,3,3.0,2.0,2,0.0,37,1.0,1.0,2,1.0,1,0.0,1.0,1
3.0,24,2.0,1.0,717,4.0,3.0,4,2.0,2.0,4,1.0,54,1.0,1.0,2,1.0,1,1.0,1.0,1
1.0,20,3.0,5.0,2212,4.0,1.0,4,3.0,2.0,4,1.0,39,1.0,1.0,1,1.0,1,1.0,1.0,1
1.0,18,0.0,5.0,1553,2.0,0.0,4,3.0,2.0,3,1.0,44,0.0,1.0,1,1.0,1,0.0,1.0,0
0.0,18,3.0,2.0,12976,2.0,4.0,3,0.0,2.0,4,3.0,38,1.0,0.0,1,0.0,1,1.0,1.0,0
3.0,12,1.0,7.0,1934,2.0,3.0,2,3.0,2.0,2,3.0,26,1.0,1.0,2,1.0,1,0.0,1.0,1
1.0,33,1.0,5.0,4281,1.0,0.0,1,0.0,2.0,4,1.0,23,1.0,1.0,2,1.0,1,0.0,1.0,0
1.0,16,1.0,1.0,2625,2.0,3.0,2,3.0,1.0,4,0.0,43,0.0,2.0,1,1.0,1,1.0,1.0,0
1.0,6,1.0,1.0,666,3.0,1.0,3,0.0,2.0,4,2.0,39,1.0,1.0,2,3.0,1,1.0,1.0,1
3.0,24,3.0,2.0,3488,0.0,1.0,3,0.0,2.0,4,1.0,23,1.0,1.0,1,1.0,1,0.0,1.0,1
0.0,30,1.0,1.0,5234,2.0,4.0,4,2.0,2.0,2,1.0,28,1.0,1.0,2,0.0,1,0.0,1.0,0
3.0,6,1.0,7.0,1382,2.0,0.0,1,0.0,2.0,1,1.0,28,1.0,1.0,2,1.0,1,1.0,1.0,1
3.0,36,3.0,5.0,3349,2.0,0.0,4,0.0,2.0,2,1.0,28,1.0,1.0,1,0.0,1,1.0,1.0,0
3.0,15,3.0,7.0,1213,1.0,3.0,4,3.0,2.0,3,0.0,47,2.0,1.0,1,1.0,1,1.0,1.0,1
0.0,12,3.0,1.0,836,0.0,2.0,4,0.0,2.0,2,0.0,23,0.0,1.0,1,3.0,1,0.0,1.0,0
1.0,12,3.0,5.0,1289,2.0,0.0,4,3.0,1.0,1,0.0,21,1.0,1.0,1,3.0,1,0.0,1.0,1
3.0,12,1.0,5.0,1258,2.0,2.0,2,0.0,2.0,4,0.0,22,1.0,2.0,2,3.0,1,0.0,1.0,1
1.0,30,3.0,7.0,2522,2.0,3.0,1,3.0,1.0,3,0.0,39,1.0,1.0,1,1.0,2,0.0,1.0,1
3.0,12,3.0,0.0,1076,2.0,0.0,2,2.0,2.0,2,2.0,26,1.0,1.0,1,1.0,1,1.0,0.0,1
3.0,36,3.0,7.0,3835,4.0,3.0,2,0.0,2.0,4,2.0,45,1.0,1.0,1,3.0,1,1.0,1.0,1
3.0,18,3.0,7.0,1505,2.0,0.0,4,3.0,2.0,2,3.0,32,1.0,0.0,1,0.0,1,1.0,1.0,1
1.0,30,3.0,5.0,2406,2.0,1.0,4,0.0,2.0,4,2.0,23,1.0,2.0,1,1.0,1,0.0,1.0,0
0.0,15,2.0,8.0,1512,3.0,0.0,3,2.0,2.0,3,0.0,61,2.0,1.0,2,1.0,1,0.0,1.0,0
1.0,12,3.0,5.0,7865,2.0,3.0,4,3.0,2.0,4,3.0,53,1.0,0.0,1,0.0,1,1.0,1.0,0
0.0,18,1.0,0.0,3590,2.0,4.0,3,2.0,2.0,3,1.0,40,1.0,1.0,3,2.0,2,1.0,1.0,1
1.0,24,0.0,5.0,3349,1.0,2.0,4,3.0,2.0,4,3.0,30,1.0,0.0,1,1.0,2,1.0,1.0,0
1.0,18,3.0,2.0,7511,4.0,3.0,1,3.0,2.0,4,0.0,51,1.0,0.0,1,1.0,2,1.0,1.0,0
1.0,36,3.0,2.0,5493,2.0,3.0,2,3.0,2.0,4,3.0,42,1.0,0.0,1,1.0,2,0.0,1.0,1
3.0,18,3.0,0.0,1950,2.0,1.0,4,3.0,2.0,1,1.0,34,2.0,1.0,2,1.0,1,1.0,1.0,1
2.0,12,2.0,1.0,2247,2.0,0.0,2,0.0,2.0,2,1.0,36,2.0,1.0,2,1.0,1,1.0,1.0,1
3.0,33,2.0,0.0,2764,2.0,0.0,2,0.0,2.0,2,1.0,26,1.0,1.0,2,1.0,1,1.0,1.0,1
0.0,30,2.0,7.0,1919,0.0,2.0,4,3.0,2.0,3,3.0,30,2.0,1.0,2,0.0,1,0.0,1.0,0
3.0,9,3.0,5.0,1313,2.0,3.0,1,3.0,2.0,4,1.0,20,1.0,1.0,1,1.0,1,0.0,1.0,1
0.0,36,3.0,2.0,6948,2.0,0.0,2,3.0,2.0,2,1.0,35,1.0,2.0,1,0.0,1,1.0,1.0,1
1.0,12,3.0,5.0,1282,2.0,0.0,2,0.0,2.0,4,1.0,20,1.0,2.0,1,1.0,1,0.0,1.0,0
3.0,24,2.0,1.0,2032,2.0,3.0,4,3.0,2.0,4,3.0,60,1.0,0.0,2,1.0,1,1.0,1.0,1
3.0,12,3.0,1.0,1884,2.0,3.0,4,3.0,2.0,4,1.0,39,1.0,1.0,1,0.0,1,1.0,1.0,1
1.0,30,3.0,5.0,3622,3.0,3.0,4,0.0,2.0,4,0.0,57,1.0,2.0,2,1.0,1,1.0,1.0,1
0.0,12,1.0,1.0,958,2.0,1.0,2,3.0,2.0,3,2.0,47,1.0,1.0,2,3.0,2,0.0,1.0,1
3.0,36,1.0,2.0,5711,3.0,3.0,4,3.0,2.0,2,1.0,38,1.0,1.0,2,0.0,1,1.0,1.0,1
3.0,24,3.0,7.0,3621,0.0,3.0,2,3.0,2.0,4,1.0,31,1.0,1.0,2,1.0,1,0.0,1.0,0
1.0,24,4.0,5.0,4110,2.0,3.0,3,3.0,2.0,4,3.0,23,0.0,2.0,2,1.0,2,0.0,1.0,0
0.0,12,3.0,7.0,2930,2.0,1.0,2,0.0,2.0,1,2.0,27,1.0,1.0,1,1.0,1,0.0,1.0,1
1.0,12,3.0,7.0,1498,2.0,0.0,4,0.0,2.0,1,1.0,23,0.0,1.0,1,1.0,1,0.0,1.0,1
3.0,24,1.0,7.0,2578,3.0,3.0,2,3.0,2.0,2,1.0,34,1.0,1.0,1,1.0,1,0.0,1.0,1
1.0,24,0.0,6.0,1358,4.0,3.0,4,3.0,2.0,3,1.0,40,2.0,1.0,1,0.0,1,1.0,1.0,0
0.0,36,3.0,4.0,2273,2.0,1.0,3,3.0,2.0,1,1.0,32,1.0,1.0,2,1.0,2,0.0,1.0,1
0.0,12,1.0,1.0,3124,2.0,2.0,1,3.0,2.0,3,2.0,49,0.0,1.0,2,3.0,2,0.0,1.0,1
0.0,12,4.0,5.0,2969,2.0,2.0,4,0.0,2.0,3,0.0,25,1.0,2.0,2,1.0,1,0.0,1.0,0
2.0,12,3.0,5.0,1424,4.0,3.0,3,0.0,2.0,4,2.0,55,1.0,1.0,1,0.0,1,1.0,1.0,1
3.0,24,3.0,2.0,2670,2.0,3.0,4,3.0,2.0,4,1.0,35,1.0,1.0,1,0.0,1,1.0,1.0,1
3.0,9,3.0,7.0,1478,2.0,1.0,4,3.0,2.0,2,1.0,22,1.0,1.0,1,1.0,1,0.0,1.0,0
3.0,18,1.0,2.0,3229,4.0,4.0,2,3.0,2.0,4,3.0,38,1.0,1.0,1,0.0,1,1.0,1.0,1
0.0,48,0.0,0.0,6416,2.0,3.0,4,0.0,2.0,3,3.0,59,1.0,2.0,1,1.0,1,0.0,1.0,0
1.0,27,4.0,0.0,5293,2.0,4.0,2,3.0,2.0,4,0.0,50,2.0,1.0,2,1.0,1,1.0,1.0,0
0.0,30,3.0,5.0,3832,2.0,2.0,2,2.0,2.0,1,0.0,22,1.0,1.0,1,1.0,1,0.0,1.0,1
1.0,36,1.0,5.0,5371,2.0,0.0,3,3.0,1.0,2,0.0,28,1.0,1.0,2,1.0,1,0.0,1.0,1
2.0,24,1.0,1.0,1344,4.0,1.0,4,3.0,2.0,2,2.0,37,0.0,1.0,2,3.0,2,0.0,1.0,0
3.0,42,1.0,5.0,4042,1.0,0.0,4,3.0,2.0,4,2.0,36,1.0,1.0,2,1.0,1,1.0,1.0,1
1.0,18,3.0,7.0,3509,2.0,1.0,4,0.0,1.0,1,2.0,25,1.0,1.0,1,1.0,1,0.0,1.0,1
2.0,15,1.0,2.0,2360,1.0,0.0,2,3.0,2.0,2,1.0,36,1.0,1.0,1,1.0,1,1.0,1.0,1
0.0,18,3.0,7.0,3213,1.0,2.0,1,2.0,2.0,3,2.0,25,1.0,2.0,1,1.0,1,0.0,1.0,1
0.0,6,2.0,1.0,1209,2.0,4.0,4,3.0,2.0,4,0.0,47,1.0,1.0,1,0.0,1,1.0,1.0,0
1.0,6,0.0,4.0,1198,2.0,3.0,4,0.0,2.0,4,3.0,35,1.0,0.0,1,1.0,1,0.0,1.0,0
3.0,18,3.0,5.0,1984,2.0,0.0,4,3.0,2.0,4,3.0,47,0.0,0.0,2,1.0,1,0.0,1.0,1
